dataset,model,winter_season,train_start,train_end,val_start,val_end,train_days,test_days,rmse_train,rmse_val,rmse_average,train_day_count,test_day_count,R1,C1,g
EOH1660_merged_30min.parquet,1C1R1P1S,2021-2022,07/01/2022 00:00,23/02/2022 23:30,01/12/2021 00:00,31/01/2022 23:30,"2022-01-07,2022-01-14,2022-01-18,2022-01-23,2022-01-26,2022-02-02,2022-02-11,2022-02-17,2022-02-21,2022-02-23","2021-12-01,2021-12-06,2022-01-12,2022-01-27,2022-01-31",0.477778422,0.480960631,0.479369526,10,5,0.004351118,60361841.29,1.00E-06
EOH1662_merged_30min.parquet,1C1R1P1S,2021-2022,11/12/2021 00:00,23/02/2022 23:30,03/12/2021 00:00,11/02/2022 23:30,"2021-12-11,2021-12-20,2022-01-05,2022-01-09,2022-01-16,2022-01-18,2022-02-08,2022-02-16,2022-02-21,2022-02-23","2021-12-03,2021-12-19,2021-12-22,2022-01-23,2022-02-11",0.333664096,0.613883101,0.473773599,10,5,0.004903501,28678127.65,1.066101951
EOH1663_merged_30min.parquet,1C1R1P1S,2021-2022,02/12/2021 00:00,06/02/2022 23:30,03/12/2021 00:00,15/01/2022 23:30,"2021-12-02,2021-12-05,2021-12-13,2021-12-17,2021-12-23,2022-01-05,2022-01-08,2022-01-09,2022-01-17,2022-02-06","2021-12-03,2021-12-28,2022-01-01,2022-01-12,2022-01-15",0.957897024,0.902091948,0.929994486,10,5,0.004413873,50355111.3,20.91325672
EOH1664_merged_30min.parquet,1C1R1P1S,2021-2022,09/12/2021 00:00,27/02/2022 23:30,08/12/2021 00:00,03/02/2022 23:30,"2021-12-09,2021-12-28,2022-01-01,2022-01-17,2022-01-22,2022-02-04,2022-02-15,2022-02-16,2022-02-21,2022-02-27","2021-12-08,2021-12-12,2022-01-05,2022-01-21,2022-02-03",0.443095073,0.770232305,0.606663689,10,5,0.008285959,25625162.13,4.248223988
EOH1666_merged_30min.parquet,1C1R1P1S,2021-2022,05/12/2021 00:00,20/02/2022 23:30,13/01/2022 00:00,06/02/2022 23:30,"2021-12-05,2021-12-06,2021-12-10,2021-12-18,2022-01-16,2022-01-20,2022-02-01,2022-02-07,2022-02-11,2022-02-20","2022-01-13,2022-01-15,2022-01-31,2022-02-03,2022-02-06",0.60985466,0.665972525,0.637913592,10,5,0.003847348,72502954.64,19.96286762
EOH1671_merged_30min.parquet,1C1R1P1S,2021-2022,11/12/2021 00:00,25/02/2022 23:30,25/12/2021 00:00,26/02/2022 23:30,"2021-12-11,2021-12-27,2021-12-31,2022-01-21,2022-02-07,2022-02-12,2022-02-15,2022-02-16,2022-02-21,2022-02-25","2021-12-25,2022-01-08,2022-01-19,2022-02-18,2022-02-26",0.627327091,0.805172089,0.71624959,10,5,0.016966547,9447074.53,3.017515339
EOH1675_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,09/12/2021 23:30,04/12/2021 00:00,04/12/2021 23:30,"2021-12-01,2021-12-02,2021-12-03,2021-12-05,2021-12-06,2021-12-07,2021-12-08,2021-12-09",04/12/2021,0.6339896,0.672582612,0.653286106,8,1,0.000700644,51396847.08,30
EOH1684_merged_30min.parquet,1C1R1P1S,2021-2022,20/12/2021 00:00,13/02/2022 23:30,03/12/2021 00:00,24/01/2022 23:30,"2021-12-20,2021-12-26,2021-12-28,2022-01-08,2022-01-14,2022-01-15,2022-01-29,2022-01-30,2022-01-31,2022-02-13","2021-12-03,2021-12-19,2021-12-31,2022-01-20,2022-01-24",0.38988997,0.415133008,0.402511489,10,5,0.010622761,45526291.87,10.90182696
EOH1685_merged_30min.parquet,1C1R1P1S,2021-2022,17/12/2021 00:00,26/02/2022 23:30,29/12/2021 00:00,28/02/2022 23:30,"2021-12-17,2021-12-21,2021-12-25,2022-01-04,2022-01-08,2022-01-26,2022-02-09,2022-02-10,2022-02-23,2022-02-26","2021-12-29,2022-01-28,2022-02-07,2022-02-18,2022-02-28",0.22529826,0.212233079,0.218765669,10,5,0.006270603,151308402.3,3.596535464
EOH1699_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,25/02/2022 23:30,03/12/2021 00:00,27/01/2022 23:30,"2021-12-01,2021-12-20,2021-12-21,2021-12-22,2021-12-30,2022-01-28,2022-02-05,2022-02-06,2022-02-09,2022-02-25","2021-12-03,2021-12-15,2021-12-29,2021-12-31,2022-01-27",0.448072202,0.576998034,0.512535118,10,5,0.006019677,159890028.3,7.461494104
EOH1700_merged_30min.parquet,1C1R1P1S,2021-2022,05/12/2021 00:00,19/02/2022 23:30,19/12/2021 00:00,15/02/2022 23:30,"2021-12-05,2021-12-16,2021-12-20,2021-12-25,2021-12-30,2022-01-05,2022-02-11,2022-02-13,2022-02-17,2022-02-19","2021-12-19,2022-01-07,2022-01-16,2022-02-14,2022-02-15",0.640777893,0.675075038,0.657926465,10,5,0.006895083,24600556.61,1.00E-06
EOH1703_merged_30min.parquet,1C1R1P1S,2020-2021,10/12/2020 00:00,27/02/2021 23:30,26/01/2021 00:00,21/02/2021 23:30,"2020-12-10,2020-12-12,2020-12-19,2021-01-02,2021-01-17,2021-01-21,2021-01-30,2021-02-07,2021-02-12,2021-02-27","2021-01-26,2021-02-06,2021-02-14,2021-02-18,2021-02-21",0.647582991,0.855921757,0.751752374,10,5,0.006237406,27926572.06,4.271497625
EOH1704_merged_30min.parquet,1C1R1P1S,2021-2022,27/12/2021 00:00,17/02/2022 23:30,22/12/2021 00:00,31/01/2022 23:30,"2021-12-27,2021-12-28,2021-12-30,2022-01-08,2022-01-13,2022-01-20,2022-01-26,2022-02-01,2022-02-06,2022-02-17","2021-12-22,2021-12-24,2022-01-24,2022-01-29,2022-01-31",0.315142659,0.388839655,0.351991157,10,5,0.007906889,43418364.1,1.00E-06
EOH1705_merged_30min.parquet,1C1R1P1S,2021-2022,05/12/2021 00:00,24/02/2022 23:30,06/12/2021 00:00,22/02/2022 23:30,"2021-12-05,2022-01-10,2022-01-23,2022-01-25,2022-02-02,2022-02-03,2022-02-11,2022-02-17,2022-02-19,2022-02-24","2021-12-06,2022-01-12,2022-02-06,2022-02-13,2022-02-22",0.677429332,0.669931503,0.673680417,10,5,0.006969526,32740672.06,1.166060285
EOH1708_merged_30min.parquet,1C1R1P1S,2021-2022,11/12/2021 00:00,12/02/2022 23:30,14/12/2021 00:00,04/02/2022 23:30,"2021-12-11,2021-12-15,2022-01-11,2022-01-12,2022-01-20,2022-01-26,2022-01-27,2022-01-28,2022-02-06,2022-02-12","2021-12-14,2021-12-18,2021-12-30,2022-01-17,2022-02-04",0.4415387,0.747279673,0.594409186,10,5,0.007113573,33770103.55,1.274834698
EOH1711_merged_30min.parquet,1C1R1P1S,2021-2022,03/12/2021 00:00,08/02/2022 23:30,24/12/2021 00:00,22/02/2022 23:30,"2021-12-03,2021-12-08,2021-12-19,2021-12-21,2022-01-01,2022-01-07,2022-01-12,2022-01-21,2022-01-23,2022-02-08","2021-12-24,2022-01-26,2022-02-09,2022-02-13,2022-02-22",0.572657501,0.479142182,0.525899842,10,5,0.006782163,65804313.26,1.00E-06
EOH1712_merged_30min.parquet,1C1R1P1S,2021-2022,05/12/2021 00:00,28/02/2022 23:30,26/12/2021 00:00,19/02/2022 23:30,"2021-12-05,2021-12-18,2021-12-20,2021-12-29,2022-01-01,2022-01-10,2022-01-20,2022-02-05,2022-02-20,2022-02-28","2021-12-26,2022-01-05,2022-01-13,2022-02-18,2022-02-19",0.866409492,0.804910394,0.835659943,10,5,0.003999737,47820944.73,1.00E-06
EOH1718_merged_30min.parquet,1C1R1P1S,2021-2022,11/12/2021 00:00,19/02/2022 23:30,06/12/2021 00:00,16/01/2022 23:30,"2021-12-11,2021-12-18,2021-12-24,2021-12-27,2022-01-10,2022-01-11,2022-01-18,2022-01-23,2022-02-03,2022-02-19","2021-12-06,2021-12-15,2021-12-29,2022-01-06,2022-01-16",0.775993001,0.740967634,0.758480317,10,5,0.005630175,15479919.67,0.943160232
EOH1725_merged_30min.parquet,1C1R1P1S,2021-2022,20/12/2021 00:00,21/02/2022 23:30,03/12/2021 00:00,27/01/2022 23:30,"2021-12-20,2022-01-08,2022-01-26,2022-01-31,2022-02-05,2022-02-12,2022-02-14,2022-02-17,2022-02-20,2022-02-21","2021-12-03,2021-12-11,2022-01-02,2022-01-05,2022-01-27",0.371366791,0.423349113,0.397357952,10,5,0.007310406,29805688.75,3.478219649
EOH1738_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,24/02/2022 23:30,02/12/2021 00:00,08/02/2022 23:30,"2021-12-01,2021-12-06,2022-01-08,2022-01-29,2022-02-09,2022-02-13,2022-02-15,2022-02-18,2022-02-23,2022-02-24","2021-12-02,2022-01-16,2022-01-23,2022-02-01,2022-02-08",0.901379035,0.931798186,0.91658861,10,5,0.004023287,45862154.93,8.372579953
EOH1744_merged_30min.parquet,1C1R1P1S,2021-2022,05/12/2021 00:00,28/02/2022 23:30,19/12/2021 00:00,17/02/2022 23:30,"2021-12-05,2021-12-06,2022-01-06,2022-01-14,2022-01-27,2022-01-29,2022-02-02,2022-02-26,2022-02-27,2022-02-28","2021-12-19,2022-01-08,2022-01-19,2022-02-13,2022-02-17",0.677445017,0.803365491,0.740405254,10,5,0.008602454,55564528.8,0.526219889
EOH1747_merged_30min.parquet,1C1R1P1S,2021-2022,05/12/2021 00:00,26/02/2022 23:30,15/12/2021 00:00,24/02/2022 23:30,"2021-12-05,2021-12-08,2021-12-11,2022-01-23,2022-02-01,2022-02-07,2022-02-11,2022-02-14,2022-02-20,2022-02-26","2021-12-15,2022-02-03,2022-02-13,2022-02-23,2022-02-24",0.762858574,0.906026373,0.834442474,10,5,0.01058157,76003754.63,11.12552625
EOH1752_merged_30min.parquet,1C1R1P1S,2021-2022,04/12/2021 00:00,24/01/2022 23:30,02/12/2021 00:00,22/01/2022 23:30,"2021-12-04,2021-12-08,2021-12-13,2021-12-18,2021-12-22,2021-12-23,2022-01-05,2022-01-16,2022-01-23,2022-01-24","2021-12-02,2021-12-12,2021-12-29,2022-01-18,2022-01-22",0.436591381,0.885126988,0.660859184,10,5,0.017614968,8388197.495,1.00E-06
EOH1753_merged_30min.parquet,1C1R1P1S,2021-2022,05/12/2021 00:00,02/02/2022 23:30,11/12/2021 00:00,22/02/2022 23:30,"2021-12-05,2021-12-10,2021-12-15,2021-12-16,2021-12-27,2022-01-02,2022-01-08,2022-01-25,2022-01-31,2022-02-02","2021-12-11,2021-12-22,2022-01-01,2022-01-21,2022-02-22",0.284617097,0.389753506,0.337185302,10,5,0.002811197,77593010.71,7.53747372
EOH1760_merged_30min.parquet,1C1R1P1S,2021-2022,09/12/2021 00:00,28/02/2022 23:30,13/12/2021 00:00,23/02/2022 23:30,"2021-12-09,2021-12-10,2021-12-11,2022-01-18,2022-01-22,2022-01-29,2022-01-30,2022-02-09,2022-02-13,2022-02-28","2021-12-13,2022-01-05,2022-01-23,2022-02-12,2022-02-23",0.524509005,0.338374375,0.43144169,10,5,0.014331679,53448507.08,1.00E-06
EOH1761_merged_30min.parquet,1C1R1P1S,2021-2022,05/12/2021 00:00,09/02/2022 23:30,10/12/2021 00:00,20/02/2022 23:30,"2021-12-05,2021-12-08,2021-12-14,2021-12-17,2022-01-07,2022-01-14,2022-01-20,2022-01-21,2022-02-06,2022-02-09","2021-12-10,2021-12-12,2021-12-21,2022-02-03,2022-02-20",0.583205667,0.624264022,0.603734845,10,5,0.003941655,38518130.53,7.803956925
EOH1764_merged_30min.parquet,1C1R1P1S,2021-2022,14/12/2021 00:00,13/02/2022 23:30,02/12/2021 00:00,25/01/2022 23:30,"2021-12-14,2021-12-17,2021-12-25,2021-12-29,2022-01-10,2022-01-22,2022-02-04,2022-02-07,2022-02-08,2022-02-13","2021-12-02,2021-12-18,2022-01-07,2022-01-14,2022-01-25",0.270483986,0.601951758,0.436217872,10,5,0.002687915,121913232,2.718244232
EOH1765_merged_30min.parquet,1C1R1P1S,2021-2022,12/12/2021 00:00,20/01/2022 23:30,25/12/2021 00:00,08/02/2022 23:30,"2021-12-12,2021-12-15,2021-12-16,2021-12-18,2021-12-23,2021-12-27,2021-12-30,2022-01-08,2022-01-15,2022-01-20","2021-12-25,2022-01-06,2022-01-13,2022-01-30,2022-02-08",0.611867865,0.627055803,0.619461834,10,5,0.014374471,17683915.14,2.315679073
EOH1769_merged_30min.parquet,1C1R1P1S,2021-2022,01/02/2022 00:00,28/02/2022 23:30,31/01/2022 00:00,25/02/2022 23:30,"2022-02-01,2022-02-05,2022-02-08,2022-02-11,2022-02-12,2022-02-13,2022-02-17,2022-02-19,2022-02-27,2022-02-28","2022-01-31,2022-02-02,2022-02-04,2022-02-07,2022-02-25",0.649412979,0.692378381,0.67089568,10,5,0.004403,31215680.03,5.295039817
EOH1771_merged_30min.parquet,1C1R1P1S,2021-2022,04/12/2021 00:00,27/02/2022 23:30,15/12/2021 00:00,24/02/2022 23:30,"2021-12-04,2021-12-08,2021-12-12,2021-12-30,2022-01-12,2022-01-29,2022-02-03,2022-02-09,2022-02-17,2022-02-27","2021-12-15,2021-12-19,2022-01-09,2022-01-21,2022-02-24",0.591007087,0.629011816,0.610009451,10,5,0.005214128,25916199.89,5.427015342
EOH1775_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,21/12/2021 23:30,08/12/2021 00:00,22/12/2021 23:30,"2021-12-01,2021-12-03,2021-12-04,2021-12-05,2021-12-10,2021-12-11,2021-12-14,2021-12-15,2021-12-16,2021-12-21","2021-12-08,2021-12-13,2021-12-18,2021-12-20,2021-12-22",0.555844667,0.767802556,0.661823612,10,5,0.007706935,12905368.71,6.014962151
EOH1783_merged_30min.parquet,1C1R1P1S,2021-2022,02/12/2021 00:00,21/02/2022 23:30,18/12/2021 00:00,17/02/2022 23:30,"2021-12-02,2022-01-01,2022-01-02,2022-01-07,2022-01-20,2022-01-28,2022-01-29,2022-01-30,2022-02-14,2022-02-21","2021-12-18,2021-12-21,2022-01-11,2022-01-13,2022-02-17",0.665203629,0.501559391,0.58338151,10,5,0.011556717,14488289.7,3.444877732
EOH1794_merged_30min.parquet,1C1R1P1S,2020-2021,24/01/2021 00:00,24/02/2021 23:30,27/01/2021 00:00,23/02/2021 23:30,"2021-01-24,2021-01-25,2021-01-28,2021-02-12,2021-02-13,2021-02-14,2021-02-19,2021-02-20,2021-02-21,2021-02-24","2021-01-27,2021-02-15,2021-02-18,2021-02-22,2021-02-23",0.943743407,0.535002128,0.739372768,10,5,0.003141408,67911426.63,3.459814776
EOH1811_merged_30min.parquet,1C1R1P1S,2020-2021,14/12/2020 00:00,26/02/2021 23:30,21/12/2020 00:00,26/01/2021 23:30,"2020-12-14,2020-12-17,2020-12-20,2021-01-09,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-02-10,2021-02-26","2020-12-21,2020-12-27,2021-01-07,2021-01-24,2021-01-26",0.782047054,0.963507624,0.872777339,10,5,0.012856389,25324902.54,4.022846949
EOH1816_merged_30min.parquet,1C1R1P1S,2021-2022,10/12/2021 00:00,27/02/2022 23:30,02/12/2021 00:00,20/02/2022 23:30,"2021-12-10,2021-12-21,2021-12-22,2021-12-24,2021-12-27,2022-01-01,2022-02-09,2022-02-10,2022-02-19,2022-02-27","2021-12-02,2021-12-13,2021-12-17,2022-02-16,2022-02-20",0.515447622,0.987720719,0.75158417,10,5,0.010737239,29480327.74,1.00E-06
EOH1818_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,21/02/2022 23:30,21/12/2021 00:00,22/02/2022 23:30,"2021-12-01,2021-12-06,2021-12-13,2021-12-29,2022-01-08,2022-01-10,2022-01-16,2022-02-11,2022-02-14,2022-02-21","2021-12-21,2022-01-28,2022-02-08,2022-02-12,2022-02-22",0.491675509,0.617539802,0.554607655,10,5,0.00493835,56846086.62,12.18159312
EOH1834_merged_30min.parquet,1C1R1P1S,2021-2022,12/12/2021 00:00,24/02/2022 23:30,02/12/2021 00:00,18/01/2022 23:30,"2021-12-12,2021-12-16,2021-12-30,2022-01-12,2022-01-13,2022-01-24,2022-02-06,2022-02-09,2022-02-18,2022-02-24","2021-12-02,2021-12-18,2021-12-22,2022-01-16,2022-01-18",0.526724069,0.946088954,0.736406511,10,5,0.003456599,48021086.97,12.20284664
EOH1837_merged_30min.parquet,1C1R1P1S,2021-2022,29/01/2022 00:00,28/02/2022 23:30,01/02/2022 00:00,22/02/2022 23:30,"2022-01-29,2022-02-08,2022-02-15,2022-02-16,2022-02-20,2022-02-21,2022-02-23,2022-02-25,2022-02-27,2022-02-28","2022-02-01,2022-02-04,2022-02-11,2022-02-13,2022-02-22",0.623527763,0.713517243,0.668522503,10,5,0.006696523,22574031.12,2.081311347
EOH1839_merged_30min.parquet,1C1R1P1S,2021-2022,10/12/2021 00:00,25/02/2022 23:30,03/12/2021 00:00,23/02/2022 23:30,"2021-12-10,2021-12-11,2021-12-16,2021-12-30,2022-01-08,2022-01-23,2022-02-07,2022-02-10,2022-02-21,2022-02-25","2021-12-03,2021-12-31,2022-01-24,2022-01-31,2022-02-23",0.836786963,0.594399676,0.715593319,10,5,0.005905212,159643071.3,1.00E-06
EOH1847_merged_30min.parquet,1C1R1P1S,2021-2022,02/12/2021 00:00,24/02/2022 23:30,13/12/2021 00:00,10/01/2022 23:30,"2021-12-02,2021-12-05,2021-12-19,2021-12-25,2021-12-31,2022-01-11,2022-02-15,2022-02-17,2022-02-23,2022-02-24","2021-12-13,2021-12-16,2021-12-28,2022-01-01,2022-01-10",0.732979616,0.383215394,0.558097505,10,5,0.014197324,11866695.94,1.19851076
EOH1852_merged_30min.parquet,1C1R1P1S,2021-2022,10/12/2021 00:00,26/02/2022 23:30,04/12/2021 00:00,31/01/2022 23:30,"2021-12-10,2021-12-24,2022-01-13,2022-01-22,2022-02-05,2022-02-09,2022-02-15,2022-02-16,2022-02-23,2022-02-26","2021-12-04,2021-12-06,2022-01-08,2022-01-14,2022-01-31",0.542266786,0.65614163,0.599204208,10,5,0.004563714,48286157.75,1.45792973
EOH1870_merged_30min.parquet,1C1R1P1S,2021-2022,12/12/2021 00:00,27/02/2022 23:30,03/01/2022 00:00,23/02/2022 23:30,"2021-12-12,2022-01-02,2022-01-10,2022-01-11,2022-01-13,2022-02-01,2022-02-11,2022-02-12,2022-02-17,2022-02-27","2022-01-03,2022-01-27,2022-02-03,2022-02-08,2022-02-23",0.3837157,0.301804019,0.34275986,10,5,0.003756657,98975202.86,9.41570898
EOH1876_merged_30min.parquet,1C1R1P1S,2021-2022,02/12/2021 00:00,28/01/2022 23:30,04/12/2021 00:00,16/01/2022 23:30,"2021-12-02,2021-12-31,2022-01-05,2022-01-07,2022-01-20,2022-01-21,2022-01-22,2022-01-25,2022-01-26,2022-01-28","2021-12-04,2021-12-25,2022-01-11,2022-01-13,2022-01-16",0.323194997,0.275885586,0.299540291,10,5,0.003097552,108121855.2,29.99999999
EOH1885_merged_30min.parquet,1C1R1P1S,2021-2022,09/12/2021 00:00,26/02/2022 23:30,04/01/2022 00:00,05/02/2022 23:30,"2021-12-09,2021-12-30,2022-01-19,2022-01-21,2022-02-06,2022-02-09,2022-02-11,2022-02-12,2022-02-14,2022-02-26","2022-01-04,2022-01-12,2022-01-22,2022-02-02,2022-02-05",0.467917446,0.423475894,0.44569667,10,5,0.003579528,195624455.2,20.46699659
EOH1886_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,25/02/2022 23:30,26/12/2021 00:00,29/01/2022 23:30,"2021-12-01,2021-12-03,2021-12-05,2021-12-08,2021-12-17,2021-12-29,2022-01-09,2022-01-13,2022-02-08,2022-02-25","2021-12-26,2022-01-07,2022-01-21,2022-01-23,2022-01-29",0.808008036,0.690494307,0.749251171,10,5,0.002196056,93716582.16,30
EOH1888_merged_30min.parquet,1C1R1P1S,2021-2022,03/12/2021 00:00,28/02/2022 23:30,02/12/2021 00:00,18/02/2022 23:30,"2021-12-03,2021-12-24,2021-12-28,2021-12-29,2022-01-24,2022-01-29,2022-02-14,2022-02-21,2022-02-26,2022-02-28","2021-12-02,2021-12-06,2021-12-23,2022-01-01,2022-02-18",0.68714102,0.610338759,0.64873989,10,5,0.007409662,31660813.3,0.181541278
EOH1891_merged_30min.parquet,1C1R1P1S,2021-2022,10/12/2021 00:00,20/02/2022 23:30,20/12/2021 00:00,28/02/2022 23:30,"2021-12-10,2021-12-15,2021-12-22,2021-12-24,2021-12-25,2022-01-10,2022-01-11,2022-02-10,2022-02-19,2022-02-20","2021-12-20,2021-12-26,2022-01-01,2022-02-04,2022-02-28",0.594597515,0.776012693,0.685305104,10,5,0.006156796,19682273.59,1.00E-06
EOH1893_merged_30min.parquet,1C1R1P1S,2021-2022,02/12/2021 00:00,27/02/2022 23:30,12/12/2021 00:00,06/02/2022 23:30,"2021-12-02,2021-12-07,2021-12-29,2022-01-06,2022-01-13,2022-01-14,2022-01-23,2022-02-02,2022-02-14,2022-02-27","2021-12-12,2022-01-08,2022-01-09,2022-01-12,2022-02-06",0.303936136,0.491380594,0.397658365,10,5,0.007175899,40934916.48,7.261991519
EOH1904_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,21/02/2022 23:30,04/12/2021 00:00,28/02/2022 23:30,"2021-12-01,2022-01-04,2022-01-05,2022-01-10,2022-01-19,2022-02-11,2022-02-12,2022-02-13,2022-02-14,2022-02-21","2021-12-04,2021-12-05,2021-12-06,2022-02-23,2022-02-28",0.417152731,0.676006366,0.546579549,10,5,0.002412567,113968207.6,1.609253664
EOH1912_merged_30min.parquet,1C1R1P1S,2021-2022,05/12/2021 00:00,15/02/2022 23:30,25/12/2021 00:00,23/02/2022 23:30,"2021-12-05,2021-12-11,2021-12-17,2021-12-28,2022-01-02,2022-01-06,2022-01-11,2022-01-13,2022-02-14,2022-02-15","2021-12-25,2022-01-04,2022-01-19,2022-02-05,2022-02-23",0.551434767,0.886893315,0.719164041,10,5,0.006920613,51082109.16,13.74902673
EOH1925_merged_30min.parquet,1C1R1P1S,2021-2022,08/12/2021 00:00,28/02/2022 23:30,15/12/2021 00:00,26/02/2022 23:30,"2021-12-08,2021-12-12,2021-12-13,2021-12-16,2021-12-17,2022-01-09,2022-01-16,2022-02-01,2022-02-13,2022-02-28","2021-12-15,2022-01-08,2022-02-07,2022-02-23,2022-02-26",0.519989228,0.494472665,0.507230946,10,5,0.00708842,62691264.62,2.248239448
EOH1927_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,28/02/2022 23:30,03/12/2021 00:00,20/02/2022 23:30,"2021-12-01,2021-12-13,2022-01-15,2022-01-30,2022-02-02,2022-02-12,2022-02-16,2022-02-18,2022-02-24,2022-02-28","2021-12-03,2021-12-18,2022-01-09,2022-01-18,2022-02-20",0.331251212,0.505993814,0.418622513,10,5,0.00546641,57537851.17,2.936776448
EOH1934_merged_30min.parquet,1C1R1P1S,2021-2022,09/12/2021 00:00,25/02/2022 23:30,01/01/2022 00:00,24/02/2022 23:30,"2021-12-09,2021-12-10,2021-12-28,2022-01-03,2022-01-06,2022-01-31,2022-02-12,2022-02-18,2022-02-21,2022-02-25","2022-01-01,2022-01-17,2022-02-20,2022-02-23,2022-02-24",0.433337531,0.49565718,0.464497355,10,5,0.008245998,39303641.99,2.93896237
EOH1935_merged_30min.parquet,1C1R1P1S,2021-2022,10/12/2021 00:00,16/02/2022 23:30,20/12/2021 00:00,05/02/2022 23:30,"2021-12-10,2021-12-17,2021-12-23,2021-12-26,2022-01-08,2022-01-18,2022-01-19,2022-01-29,2022-02-11,2022-02-16","2021-12-20,2021-12-25,2022-01-22,2022-02-02,2022-02-05",0.570569093,0.623672162,0.597120628,10,5,0.010554344,27769014.33,1.00E-06
EOH1940_merged_30min.parquet,1C1R1P1S,2021-2022,01/12/2021 00:00,25/02/2022 23:30,12/12/2021 00:00,18/02/2022 23:30,"2021-12-01,2021-12-06,2021-12-15,2021-12-18,2021-12-21,2021-12-30,2022-01-13,2022-01-16,2022-02-13,2022-02-25","2021-12-12,2021-12-16,2022-01-01,2022-01-11,2022-02-18",0.754377816,0.666338359,0.710358088,10,5,0.008616915,23617970.61,1.00E-06
EOH1942_merged_30min.parquet,1C1R1P1S,2021-2022,02/01/2022 00:00,22/02/2022 23:30,13/12/2021 00:00,21/02/2022 23:30,"2022-01-02,2022-01-03,2022-01-11,2022-01-18,2022-01-25,2022-01-29,2022-02-03,2022-02-05,2022-02-13,2022-02-22","2021-12-13,2021-12-21,2022-01-12,2022-02-01,2022-02-21",0.614610513,0.592594229,0.603602371,10,5,0.005189942,36668492.75,1.002827914
EOH1944_merged_30min.parquet,1C1R1P1S,2021-2022,06/12/2021 00:00,12/02/2022 23:30,05/12/2021 00:00,09/02/2022 23:30,"2021-12-06,2021-12-10,2021-12-11,2021-12-28,2021-12-29,2021-12-30,2022-01-03,2022-01-24,2022-02-03,2022-02-12","2021-12-05,2022-01-21,2022-01-22,2022-02-08,2022-02-09",0.469581354,0.799348785,0.634465069,10,5,0.005229142,30609403.01,1.00E-06
EOH1947_merged_30min.parquet,1C1R1P1S,2021-2022,21/12/2021 00:00,26/02/2022 23:30,06/12/2021 00:00,13/02/2022 23:30,"2021-12-21,2021-12-29,2021-12-30,2022-01-16,2022-01-18,2022-01-30,2022-02-12,2022-02-19,2022-02-25,2022-02-26","2021-12-06,2021-12-10,2021-12-18,2021-12-31,2022-02-13",0.587409329,0.638862871,0.6131361,10,5,0.008321764,28885994.05,1.00E-06
EOH1960_merged_30min.parquet,1C1R1P1S,2021-2022,02/12/2021 00:00,14/02/2022 23:30,06/12/2021 00:00,25/02/2022 23:30,"2021-12-02,2021-12-15,2021-12-21,2021-12-24,2021-12-25,2022-01-15,2022-01-17,2022-02-01,2022-02-11,2022-02-14","2021-12-06,2021-12-23,2021-12-29,2022-02-24,2022-02-25",0.420655067,0.359849331,0.390252199,10,5,0.005427288,32758464.09,0.849886708
EOH1965_merged_30min.parquet,1C1R1P1S,2021-2022,02/12/2021 00:00,31/12/2021 23:30,11/12/2021 00:00,03/01/2022 23:30,"2021-12-02,2021-12-03,2021-12-07,2021-12-08,2021-12-14,2021-12-16,2021-12-17,2021-12-20,2021-12-26,2021-12-31","2021-12-11,2021-12-21,2021-12-25,2022-01-02,2022-01-03",0.413767579,0.405740835,0.409754207,10,5,0.003830496,67850948.89,9.453819104
EOH1970_merged_30min.parquet,1C1R1P1S,2021-2022,06/12/2021 00:00,25/01/2022 23:30,08/12/2021 00:00,16/01/2022 23:30,"2021-12-06,2021-12-11,2021-12-12,2021-12-17,2021-12-20,2022-01-05,2022-01-07,2022-01-09,2022-01-23,2022-01-25","2021-12-08,2021-12-16,2021-12-31,2022-01-14,2022-01-16",0.53024334,0.982450358,0.756346849,10,5,0.006301094,43481480.65,12.13177277
EOH1977_merged_30min.parquet,1C1R1P1S,2021-2022,07/12/2021 00:00,28/02/2022 23:30,22/12/2021 00:00,22/02/2022 23:30,"2021-12-07,2021-12-15,2021-12-16,2021-12-18,2022-01-04,2022-01-08,2022-01-09,2022-02-18,2022-02-19,2022-02-28","2021-12-22,2021-12-23,2022-01-05,2022-01-12,2022-02-22",0.249007991,0.18479225,0.21690012,10,5,0.003462619,91400235.09,10.51635831
EOH1980_merged_30min.parquet,1C1R1P1S,2021-2022,03/12/2021 00:00,04/02/2022 23:30,20/12/2021 00:00,22/02/2022 23:30,"2021-12-03,2021-12-04,2021-12-07,2021-12-15,2022-01-04,2022-01-05,2022-01-07,2022-01-22,2022-01-26,2022-02-04","2021-12-20,2022-01-09,2022-01-11,2022-01-27,2022-02-22",0.727071606,0.798771689,0.762921647,10,5,0.002707336,36666635.57,5.246097857
